action = 0;action = 90;action = 180;action = 270
0.0048;0.0044;0.986000000000001;0.0048
0.0036;0.0048;0.988000000000001;0.0036
0.0036;0.0036;0.987600000000001;0.0052
0.0044;0.0052;0.986400000000001;0.004
0.0044;0.0056;0.984800000000001;0.0052
0.0048;0.0028;0.986000000000001;0.0064
0.004;0.0068;0.982400000000001;0.0068
0.0056;0.006;0.984400000000001;0.004
0.0036;0.0052;0.985600000000001;0.0056
0.0064;0.0036;0.985600000000001;0.0044
0.0064;0.0052;0.984400000000001;0.004
0.0064;0.004;0.984400000000001;0.0052
0.0056;0.002;0.988400000000001;0.004
0.0052;0.006;0.986000000000001;0.0028
0.0064;0.0036;0.985200000000001;0.0048
0.0072;0.0056;0.982400000000001;0.0048
0.0056;0.0056;0.986000000000001;0.0028
0.0048;0.0052;0.984800000000001;0.0052
0.0044;0.0064;0.983200000000001;0.006
0.004;0.0052;0.987600000000001;0.0032
0.0048;0.0048;0.985600000000001;0.0048
0.0052;0.0036;0.986800000000001;0.0044
0.006;0.0056;0.982000000000001;0.0064
0.0064;0.0044;0.9836;0.0056
0.004;0.0064;0.985200000000001;0.0044
0.0052;0.0072;0.981600000000001;0.006
0.0044;0.0044;0.985600000000001;0.0056
0.004;0.0048;0.986800000000001;0.0044
0.0024;0.006;0.984400000000001;0.0072
0.0048;0.004;0.986000000000001;0.0052
0.0052;0.0044;0.986800000000001;0.0036
0.0052;0.0052;0.984400000000001;0.0052
0.0036;0.0064;0.986000000000001;0.004
0.0068;0.008;0.980400000000001;0.0048
0.0048;0.0044;0.986400000000001;0.0044
0.0044;0.0036;0.983600000000001;0.0084
0.0048;0.0068;0.984400000000001;0.004
0.0064;0.006;0.983200000000001;0.0044
0.006;0.0044;0.985600000000001;0.004
0.0032;0.0044;0.985200000000001;0.0072
0.0036;0.0068;0.983200000000001;0.0064
0.0068;0.0068;0.981200000000001;0.0052
0.0052;0.0076;0.982;0.0052
0.0056;0.0044;0.985600000000001;0.0044
0.0052;0.004;0.9876;0.0032
0.0064;0.004;0.984400000000001;0.0052
0.0048;0.006;0.983600000000001;0.0056
0.004;0.0052;0.984000000000001;0.0068
0.0048;0.006;0.983600000000001;0.0056
0.0048;0.0048;0.984400000000001;0.006
0.0024;0.0032;0.989200000000001;0.0052
0.0044;0.0064;0.984400000000001;0.0048
0.0032;0.0056;0.986000000000001;0.0052
0.0068;0.0048;0.982400000000001;0.006
0.0068;0.0036;0.984800000000001;0.0048
0.0048;0.0048;0.986400000000001;0.004
0.0064;0.0048;0.984400000000001;0.0044
0.004;0.006;0.983200000000001;0.0068
0.0028;0.0036;0.988800000000001;0.0048
0.0068;0.006;0.982000000000001;0.0052
0.0056;0.0064;0.984800000000001;0.0032
0.006;0.006;0.980000000000001;0.008
0.0028;0.0068;0.985600000000001;0.0048
0.0048;0.0044;0.986800000000001;0.004
0.0044;0.0044;0.987600000000001;0.0036
0.006;0.0048;0.984800000000001;0.0044
0.0076;0.0044;0.983600000000001;0.0044
0.0056;0.0052;0.985600000000001;0.0036
0.0072;0.0052;0.9816;0.006
0.0064;0.0044;0.986000000000001;0.0032
0.0052;0.0032;0.985200000000001;0.0064
0.0052;0.004;0.986800000000001;0.004
0.0076;0.0052;0.983600000000001;0.0036
0.0044;0.0064;0.985200000000001;0.004
0.0048;0.0076;0.984400000000001;0.0032
0.006;0.0052;0.983600000000001;0.0052
0.004;0.0036;0.986400000000001;0.006
0.0048;0.0052;0.984400000000001;0.0056
0.0032;0.0056;0.984;0.0072
0.0052;0.0036;0.987600000000001;0.0036
0.0068;0.0056;0.984400000000001;0.0032
0.0044;0.0072;0.982000000000001;0.0064
0.004;0.0068;0.984800000000001;0.0044
0.0092;0.0048;0.979600000000001;0.0064
0.0076;0.0052;0.980800000000001;0.0064
0.0044;0.0068;0.983600000000001;0.0052
0.0072;0.0044;0.9824;0.006
0.0028;0.0048;0.986400000000001;0.006
0.0064;0.0068;0.980800000000001;0.006
0.006;0.0032;0.9856;0.0052
0.0024;0.0072;0.986000000000001;0.0044
0.0084;0.0044;0.983200000000001;0.004
0.004;0.0036;0.985600000000001;0.0068
0.0044;0.0064;0.985200000000001;0.004
0.0036;0.006;0.984400000000001;0.006
0.006;0.0056;0.980800000000001;0.0076
0.0044;0.006;0.982400000000001;0.0072
0.0036;0.0064;0.984;0.006
0.0032;0.0056;0.986800000000001;0.0044
0.004;0.0048;0.988000000000001;0.0032
0.004;0.0048;0.987600000000001;0.0036
0.0056;0.0052;0.982800000000001;0.0064
0.0052;0.0032;0.987200000000001;0.0044
0.0052;0.0048;0.984400000000001;0.0056
0.004;0.0028;0.987600000000001;0.0056
0.0036;0.0032;0.983600000000001;0.0096
0.0052;0.004;0.986000000000001;0.0048
0.0044;0.006;0.983200000000001;0.0064
0.0072;0.006;0.981600000000001;0.0052
0.0044;0.0044;0.985200000000001;0.006
0.0072;0.006;0.982800000000001;0.004
0.0056;0.0084;0.981200000000001;0.0048
0.0064;0.0036;0.984800000000001;0.0052
0.0048;0.0044;0.983200000000001;0.0076
0.0024;0.0068;0.984000000000001;0.0068
0.0052;0.004;0.987200000000001;0.0036
0.0028;0.0048;0.986800000000001;0.0056
0.0056;0.0048;0.984400000000001;0.0052
0.0044;0.0044;0.985200000000001;0.006
0.0064;0.0024;0.982000000000001;0.0092
0.006;0.004;0.984000000000001;0.006
0.0072;0.0036;0.984400000000001;0.0048
0.0048;0.0072;0.981200000000001;0.0068
0.0044;0.0068;0.982000000000001;0.0068
0.0032;0.0064;0.984000000000001;0.0064
0.0048;0.0032;0.986000000000001;0.006
0.0044;0.0052;0.985600000000001;0.0048
0.0052;0.0084;0.979600000000001;0.0068
0.004;0.0076;0.984000000000001;0.0044
0.0036;0.0056;0.9868;0.004
0.0048;0.0052;0.987200000000001;0.0028
0.0052;0.0064;0.984400000000001;0.004
0.0044;0.0044;0.986400000000001;0.0048
0.0068;0.0052;0.982000000000001;0.006
0.0044;0.004;0.986400000000001;0.0052
0.0056;0.0068;0.982800000000001;0.0048
0.0064;0.0044;0.983200000000001;0.006
0.0048;0.0056;0.986000000000001;0.0036
0.0052;0.004;0.983600000000001;0.0072
0.0052;0.0056;0.984400000000001;0.0048
0.0072;0.0052;0.982800000000001;0.0048
0.0056;0.0052;0.983200000000001;0.006
0.002;0.006;0.986400000000001;0.0056
0.0044;0.0044;0.985200000000001;0.006
0.0048;0.0052;0.986000000000001;0.004
0.004;0.0044;0.984800000000001;0.0068
0.0072;0.0056;0.982800000000001;0.0044
0.0044;0.0056;0.985200000000001;0.0048
0.006;0.0084;0.980400000000001;0.0052
0.0024;0.0028;0.986800000000001;0.008
0.0052;0.0068;0.981600000000001;0.0064
0.0056;0.0036;0.985200000000001;0.0056
0.0044;0.0036;0.987600000000001;0.0044
0.0044;0.0088;0.982400000000001;0.0044
0.0052;0.0024;0.986800000000001;0.0056
0.0052;0.0056;0.984;0.0052
0.004;0.0056;0.985600000000001;0.0048
0.0048;0.0076;0.983200000000001;0.0044
0.0056;0.0048;0.983600000000001;0.006
0.0048;0.0052;0.985200000000001;0.0048
0.004;0.0048;0.987200000000001;0.004
0.0072;0.006;0.982000000000001;0.0048
0.004;0.0076;0.982400000000001;0.006
0.0036;0.0048;0.983600000000001;0.008
0.0052;0.0052;0.985200000000001;0.0044
0.0044;0.0052;0.986000000000001;0.0044
0.0044;0.0068;0.984800000000001;0.004
0.0052;0.0064;0.984000000000001;0.0044
0.0052;0.0032;0.987200000000001;0.0044
0.006;0.0052;0.983200000000001;0.0056
0.004;0.002;0.986800000000001;0.0072
0.0072;0.0092;0.978000000000001;0.0056
0.004;0.0064;0.985200000000001;0.0044
0.0064;0.0032;0.986000000000001;0.0044
0.0056;0.0032;0.984000000000001;0.0072
0.0032;0.006;0.9832;0.0076
0.0068;0.0072;0.981600000000001;0.0044
0.0072;0.006;0.9816;0.0052
0.0056;0.0068;0.982800000000001;0.0048
0.0044;0.0072;0.984800000000001;0.0036
0.0044;0.0068;0.984000000000001;0.0048
0.0056;0.0036;0.984800000000001;0.006
0.0048;0.0068;0.984000000000001;0.0044
0.0056;0.0056;0.984000000000001;0.0048
0.006;0.0052;0.980400000000001;0.0084
0.004;0.0052;0.985600000000001;0.0052
0.0052;0.0072;0.984000000000001;0.0036
0.0084;0.0076;0.978000000000001;0.006
0.0076;0.0064;0.9816;0.0044
0.004;0.006;0.984000000000001;0.006
0.0048;0.0052;0.986800000000001;0.0032
0.0044;0.0032;0.986400000000001;0.006
0.0064;0.0056;0.981600000000001;0.0064
0.0072;0.0032;0.981600000000001;0.008
0.0048;0.0048;0.982800000000001;0.0076
0.0052;0.0024;0.988000000000001;0.0044
0.0024;0.0072;0.984000000000001;0.0064
0.0044;0.0056;0.985200000000001;0.0048
0.0052;0.0048;0.985200000000001;0.0048
0.008;0.0052;0.980800000000001;0.006
0.0048;0.006;0.982400000000001;0.0068
0.0048;0.0052;0.984400000000001;0.0056
0.0044;0.0056;0.985200000000001;0.0048
0.0048;0.0056;0.984000000000001;0.0056
0.0072;0.0044;0.983600000000001;0.0048
0.006;0.0044;0.982800000000001;0.0068
0.0044;0.006;0.984000000000001;0.0056
0.0052;0.0048;0.984000000000001;0.006
0.0032;0.0052;0.985600000000001;0.006
0.0048;0.0044;0.985200000000001;0.0056
0.0052;0.0036;0.986000000000001;0.0052
0.006;0.0056;0.981200000000001;0.0072
0.0044;0.0048;0.984000000000001;0.0068
0.0048;0.0032;0.984800000000001;0.0072
0.0032;0.0032;0.987200000000001;0.0064
0.0064;0.0048;0.985200000000001;0.0036
0.0048;0.0044;0.988400000000001;0.0024
0.0052;0.0048;0.984400000000001;0.0056
0.0072;0.0032;0.987200000000001;0.0024
0.0048;0.0044;0.985200000000001;0.0056
0.0052;0.0068;0.982800000000001;0.0052
0.0048;0.0048;0.982800000000001;0.0076
0.006;0.0044;0.984800000000001;0.0048
0.006;0.008;0.982800000000001;0.0032
0.006;0.0044;0.985200000000001;0.0044
0.0056;0.0044;0.985600000000001;0.0044
0.0044;0.0036;0.984400000000001;0.0076
0.0068;0.0048;0.982800000000001;0.0056
0.0052;0.006;0.982000000000001;0.0068
0.0024;0.0032;0.987600000000001;0.0068
0.0036;0.0084;0.981600000000001;0.0064
0.0056;0.0052;0.983600000000001;0.0056
0.0048;0.0044;0.984400000000001;0.0064
0.006;0.0056;0.982800000000001;0.0056
0.004;0.0064;0.983200000000001;0.0064
0.0048;0.008;0.984400000000001;0.0028
0.0056;0.0048;0.985200000000001;0.0044
0.0036;0.0056;0.985200000000001;0.0056
0.0052;0.0048;0.985600000000001;0.0044
0.0052;0.006;0.981200000000001;0.0076
0.0064;0.0028;0.984400000000001;0.0064
0.0056;0.0052;0.982000000000001;0.0072
0.0044;0.0052;0.985200000000001;0.0052
0.004;0.006;0.985600000000001;0.0044
0.008;0.0056;0.978800000000001;0.0076
0.0056;0.0052;0.984800000000001;0.0044
0.0084;0.004;0.983600000000001;0.004
0.0052;0.0048;0.982400000000001;0.0076
0.0052;0.0044;0.984800000000001;0.0056
0.0064;0.0044;0.982400000000001;0.0068
0.0064;0.0052;0.984000000000001;0.0044
0.0032;0.0068;0.982800000000001;0.0072
0.008;0.0056;0.982400000000001;0.004
0.0056;0.0048;0.986400000000001;0.0032
0.0064;0.0052;0.985200000000001;0.0032
0.0048;0.0048;0.983200000000001;0.0072
0.006;0.0048;0.983200000000001;0.006
0.0068;0.0036;0.986000000000001;0.0036
0.0044;0.0044;0.986400000000001;0.0048
0.0068;0.0052;0.982000000000001;0.006
0.0032;0.0048;0.985200000000001;0.0068
0.0064;0.004;0.984800000000001;0.0048
0.0052;0.0032;0.986800000000001;0.0048
0.0072;0.0044;0.984000000000001;0.0044
0.0056;0.0084;0.982000000000001;0.004
0.004;0.0048;0.986;0.0052
0.0088;0.0052;0.979200000000001;0.0068
0.0076;0.0052;0.983200000000001;0.004
0.0048;0.006;0.983200000000001;0.006
0.0056;0.0036;0.985600000000001;0.0052
0.008;0.0044;0.982000000000001;0.0056
0.0048;0.0052;0.984000000000001;0.006
0.006;0.004;0.982000000000001;0.008
0.0072;0.0056;0.983200000000001;0.004
0.0032;0.004;0.986000000000001;0.0068
0.0036;0.0048;0.985200000000001;0.0064
0.0032;0.004;0.986;0.0068
0.0056;0.006;0.983200000000001;0.0052
0.004;0.0036;0.986800000000001;0.0056
0.0044;0.0036;0.988400000000001;0.0036
0.0032;0.006;0.986000000000001;0.0048
0.004;0.006;0.984800000000001;0.0052
0.006;0.0052;0.983600000000001;0.0052
0.0048;0.006;0.985200000000001;0.004
0.008;0.0048;0.983200000000001;0.004
0.004;0.0048;0.986000000000001;0.0052
0.0044;0.0056;0.984800000000001;0.0052
0.0068;0.0048;0.979600000000001;0.0088
0.0048;0.008;0.982800000000001;0.0044
0.0056;0.0036;0.987600000000001;0.0032
0.0052;0.004;0.9816;0.0092
0.0052;0.0072;0.982800000000001;0.0048
0.0048;0.0072;0.981200000000001;0.0068
0.006;0.0048;0.984400000000001;0.0048
0.0036;0.0044;0.986800000000001;0.0052
0.0056;0.0036;0.986000000000001;0.0048
0.0064;0.0048;0.984400000000001;0.0044
0.0064;0.0052;0.986000000000001;0.0024
0.0068;0.0036;0.981600000000001;0.008
0.0072;0.0052;0.983600000000001;0.004
0.0052;0.0044;0.983600000000001;0.0068
0.0044;0.0064;0.984800000000001;0.0044
0.0048;0.004;0.9856;0.0056
0.0056;0.0028;0.985200000000001;0.0064
0.0036;0.0048;0.987200000000001;0.0044
0.0048;0.0036;0.986000000000001;0.0056
0.0052;0.0064;0.983600000000001;0.0048
0.0076;0.0052;0.982800000000001;0.0044
0.0068;0.0064;0.981600000000001;0.0052
0.004;0.0036;0.984400000000001;0.008
0.0036;0.004;0.986800000000001;0.0056
0.0068;0.0056;0.984400000000001;0.0032
0.0032;0.0048;0.987600000000001;0.0044
0.0028;0.0052;0.986400000000001;0.0056
0.0036;0.0068;0.984800000000001;0.0048
0.0056;0.006;0.984000000000001;0.0044
0.006;0.0044;0.985600000000001;0.004
0.0052;0.0048;0.981200000000001;0.0088
0.0048;0.0056;0.986000000000001;0.0036
0.0064;0.0044;0.984000000000001;0.0052
0.0048;0.0044;0.984800000000001;0.006
0.0032;0.0032;0.988000000000001;0.0056
0.0056;0.0048;0.984800000000001;0.0048
0.0056;0.0032;0.984800000000001;0.0064
0.0088;0.0048;0.984000000000001;0.0024
0.004;0.0044;0.986800000000001;0.0048
0.0068;0.0072;0.979600000000001;0.0064
0.0072;0.0052;0.983600000000001;0.004
0.0032;0.0044;0.985200000000001;0.0072
0.0064;0.0044;0.984400000000001;0.0048
0.0036;0.004;0.988400000000001;0.004
0.0052;0.0052;0.983200000000001;0.0064
0.0048;0.0056;0.984400000000001;0.0052
0.0064;0.004;0.984400000000001;0.0052
0.0064;0.0056;0.982800000000001;0.0052
0.0064;0.0068;0.984000000000001;0.0028
0.0044;0.0064;0.982800000000001;0.0064
0.0064;0.0028;0.985600000000001;0.0052
0.006;0.006;0.980800000000001;0.0072
0.0072;0.004;0.986000000000001;0.0028
0.0048;0.0044;0.984800000000001;0.006
0.0052;0.0044;0.984400000000001;0.006
0.0048;0.0032;0.988000000000001;0.004
0.0052;0.0032;0.986800000000001;0.0048
0.0028;0.0076;0.986800000000001;0.0028
0.0036;0.0044;0.984400000000001;0.0076
0.0048;0.0052;0.984400000000001;0.0056
0.0036;0.0044;0.985200000000001;0.0068
0.004;0.0044;0.985600000000001;0.006
0.004;0.0044;0.988400000000001;0.0032
0.0044;0.006;0.987200000000001;0.0024
0.0044;0.0044;0.984800000000001;0.0064
0.0048;0.0048;0.985600000000001;0.0048
0.006;0.0068;0.981200000000001;0.006
0.0068;0.0064;0.984800000000001;0.002
0.0076;0.0052;0.982000000000001;0.0052
0.0052;0.0056;0.983200000000001;0.006
0.0064;0.0048;0.983600000000001;0.0052
0.006;0.006;0.982400000000001;0.0056
0.0048;0.0056;0.984400000000001;0.0052
0.0092;0.0044;0.984000000000001;0.0024
0.0036;0.0052;0.982800000000001;0.0084
0.0068;0.008;0.981200000000001;0.004
0.0036;0.0044;0.986800000000001;0.0052
0.0052;0.0064;0.984400000000001;0.004
0.0048;0.0068;0.981200000000001;0.0072
0.006;0.0064;0.980800000000001;0.0068
0.0068;0.006;0.983600000000001;0.0036
0.0068;0.006;0.982000000000001;0.0052
0.0044;0.0052;0.985600000000001;0.0048
0.0064;0.0036;0.985200000000001;0.0048
0.004;0.006;0.984000000000001;0.006
0.0032;0.0048;0.986800000000001;0.0052
0.0044;0.0068;0.985200000000001;0.0036
0.0024;0.006;0.985600000000001;0.006
0.0052;0.006;0.985200000000001;0.0036
0.0036;0.0056;0.984400000000001;0.0064
0.0048;0.0056;0.984000000000001;0.0056
0.0056;0.0064;0.983200000000001;0.0048
0.0032;0.0052;0.986400000000001;0.0052
0.004;0.006;0.982000000000001;0.008
0.0048;0.0056;0.984000000000001;0.0056
0.0064;0.006;0.983600000000001;0.004
0.0052;0.0056;0.983600000000001;0.0056
0.0052;0.0032;0.986400000000001;0.0052
0.0076;0.004;0.984000000000001;0.0044
0.0032;0.0044;0.988000000000001;0.0044
0.0052;0.0044;0.984800000000001;0.0056
0.0028;0.0056;0.987600000000001;0.004
0.0024;0.0048;0.988400000000001;0.0044
0.0044;0.008;0.984000000000001;0.0036
0.0076;0.0068;0.979600000000001;0.006
0.0044;0.0048;0.984800000000001;0.006
0.0064;0.004;0.986000000000001;0.0036
0.0064;0.0044;0.984400000000001;0.0048
0.0044;0.0048;0.982400000000001;0.0084
0.006;0.004;0.9836;0.0064
0.0068;0.0056;0.983200000000001;0.0044
0.0052;0.0012;0.988000000000001;0.0056
0.0036;0.0048;0.985600000000001;0.006
0.0068;0.0044;0.985600000000001;0.0032
0.0052;0.0056;0.983600000000001;0.0056
0.0036;0.006;0.985600000000001;0.0048
0.006;0.0052;0.984000000000001;0.0048
0.0048;0.0052;0.986000000000001;0.004
0.0056;0.0056;0.984400000000001;0.0044
0.006;0.0044;0.984000000000001;0.0056
0.0072;0.006;0.984800000000001;0.002
0.0056;0.0048;0.983200000000001;0.0064
0.0056;0.004;0.986800000000001;0.0036
0.006;0.0048;0.9828;0.0064
0.006;0.0052;0.985600000000001;0.0032
0.0064;0.0076;0.981200000000001;0.0048
0.0044;0.006;0.984800000000001;0.0048
0.0052;0.0048;0.985600000000001;0.0044
0.006;0.0036;0.985600000000001;0.0048
0.0052;0.0064;0.982800000000001;0.0056
0.0044;0.0064;0.983200000000001;0.006
0.0052;0.004;0.986000000000001;0.0048
0.0072;0.0048;0.984400000000001;0.0036
0.0068;0.0052;0.983200000000001;0.0048
0.0044;0.0072;0.9836;0.0048
0.004;0.0068;0.984400000000001;0.0048
0.0068;0.0044;0.982400000000001;0.0064
0.004;0.0072;0.984000000000001;0.0048
0.006;0.004;0.985600000000001;0.0044
0.0056;0.004;0.985200000000001;0.0052
0.006;0.0036;0.984800000000001;0.0056
0.004;0.0092;0.982400000000001;0.0044
0.0064;0.0028;0.985600000000001;0.0052
0.004;0.0028;0.986400000000001;0.0068
0.0052;0.0084;0.981200000000001;0.0052
0.0056;0.008;0.982800000000001;0.0036
0.0048;0.0056;0.982800000000001;0.0068
0.0044;0.0084;0.980400000000001;0.0068
0.0048;0.0044;0.988000000000001;0.0028
0.0056;0.0052;0.985600000000001;0.0036
0.006;0.0052;0.981200000000001;0.0076
0.006;0.0072;0.982400000000001;0.0044
0.006;0.0052;0.982400000000001;0.0064
0.0056;0.0044;0.984400000000001;0.0056
0.006;0.0072;0.980000000000001;0.0068
0.0024;0.0064;0.980800000000001;0.0104
0.0064;0.0028;0.983600000000001;0.0072
0.0096;0.0032;0.9808;0.0064
0.0068;0.0052;0.9824;0.0056
0.0044;0.006;0.984800000000001;0.0048
0.0044;0.0056;0.984000000000001;0.006
0.0056;0.0032;0.984400000000001;0.0068
0.0052;0.0048;0.984400000000001;0.0056
0.004;0.006;0.984800000000001;0.0052
0.0056;0.0076;0.981200000000001;0.0056
0.006;0.0088;0.981200000000001;0.004
0.0084;0.0044;0.983200000000001;0.004
0.006;0.0064;0.9816;0.006
0.0052;0.0044;0.981600000000001;0.0088
0.0036;0.0064;0.985200000000001;0.0048
0.004;0.006;0.984800000000001;0.0052
0.0048;0.0052;0.9832;0.0068
0.0052;0.0068;0.983200000000001;0.0048
0.0056;0.006;0.984000000000001;0.0044
0.008;0.0056;0.98;0.0064
0.0032;0.0076;0.985200000000001;0.004
0.0052;0.0052;0.984000000000001;0.0056
0.006;0.0056;0.984400000000001;0.004
0.0084;0.0052;0.980800000000001;0.0056
0.0044;0.0064;0.982800000000001;0.0064
0.0072;0.006;0.982000000000001;0.0048
0.0044;0.0064;0.982000000000001;0.0072
0.0036;0.0048;0.984800000000001;0.0068
0.0044;0.0048;0.984800000000001;0.006
0.0048;0.0044;0.984000000000001;0.0068
0.006;0.0052;0.980800000000001;0.008
0.0052;0.004;0.984400000000001;0.0064
0.0044;0.0048;0.9856;0.0052
0.0052;0.004;0.984400000000001;0.0064
0.0072;0.0036;0.982400000000001;0.0068
0.0056;0.0036;0.984000000000001;0.0068
0.0044;0.0056;0.985200000000001;0.0048
0.0072;0.0068;0.980000000000001;0.006
0.0056;0.0044;0.984400000000001;0.0056
0.0064;0.004;0.982800000000001;0.0068
0.0052;0.0036;0.985200000000001;0.006
0.0052;0.0056;0.984400000000001;0.0048
0.0044;0.0044;0.985200000000001;0.006
0.0036;0.0072;0.984000000000001;0.0052
0.0072;0.0056;0.9816;0.0056
0.0072;0.0036;0.981200000000001;0.008
0.0084;0.0044;0.9804;0.0068
0.0072;0.0056;0.984000000000001;0.0032
0.0068;0.0052;0.983200000000001;0.0048
0.0052;0.0076;0.982000000000001;0.0052
0.004;0.006;0.984000000000001;0.006
0.0068;0.004;0.980800000000001;0.0084
0.0084;0.0056;0.980800000000001;0.0052
0.0048;0.0088;0.982400000000001;0.004
0.0056;0.0068;0.982400000000001;0.0052
0.0052;0.0052;0.984400000000001;0.0052
0.0056;0.004;0.984000000000001;0.0064
0.0048;0.0052;0.987200000000001;0.0028
0.006;0.0088;0.9796;0.0056
0.0044;0.0056;0.983200000000001;0.0068
0.0068;0.0056;0.981600000000001;0.006
0.0044;0.0056;0.983600000000001;0.0064
0.0056;0.0052;0.983200000000001;0.006
0.006;0.0032;0.983200000000001;0.0076
0.0044;0.0056;0.985600000000001;0.0044
0.0048;0.006;0.982400000000001;0.0068
0.0044;0.0056;0.984800000000001;0.0052
0.0052;0.0044;0.986400000000001;0.004
0.0076;0.0052;0.981600000000001;0.0056
0.004;0.0056;0.981600000000001;0.0088
0.0036;0.0076;0.985200000000001;0.0036
0.006;0.0032;0.983600000000001;0.0072
0.006;0.0032;0.985600000000001;0.0052
0.0036;0.006;0.986400000000001;0.004
0.0048;0.0036;0.985600000000001;0.006
0.0052;0.0048;0.984400000000001;0.0056
0.0048;0.0036;0.984800000000001;0.0068
0.0068;0.0048;0.982000000000001;0.0064
0.0048;0.0056;0.984000000000001;0.0056
0.0072;0.0056;0.982000000000001;0.0052
0.004;0.0044;0.986000000000001;0.0056
0.0036;0.0068;0.984800000000001;0.0048
0.0044;0.0044;0.985200000000001;0.006
0.0084;0.0068;0.980000000000001;0.0048
0.0032;0.006;0.984400000000001;0.0064
0.0064;0.0028;0.984400000000001;0.0064
0.0036;0.0096;0.982400000000001;0.0044
0.0036;0.0068;0.984400000000001;0.0052
0.0028;0.0052;0.986400000000001;0.0056
